"(PDH-CSV 4.0) (Hora de verano romance)(-120)","\\AUGUSTO-DESKTOP\Procesador(_Total)\% de tiempo de procesador","\\AUGUSTO-DESKTOP\Máquina virtual de memoria dinámica de Hyper-V(RetorchHeavy)\Presión media","\\AUGUSTO-DESKTOP\Máquina virtual de memoria dinámica de Hyper-V(RetorchLight)\Presión media","\\AUGUSTO-DESKTOP\Máquina virtual de memoria dinámica de Hyper-V(RetorchMedium1)\Presión media","\\AUGUSTO-DESKTOP\Máquina virtual de memoria dinámica de Hyper-V(RetorchHeavy)\Memoria física","\\AUGUSTO-DESKTOP\Máquina virtual de memoria dinámica de Hyper-V(RetorchLight)\Memoria física","\\AUGUSTO-DESKTOP\Máquina virtual de memoria dinámica de Hyper-V(RetorchMedium1)\Memoria física","\\AUGUSTO-DESKTOP\Memoria\Bytes disponibles","\\AUGUSTO-DESKTOP\Interfaz de red(Intel[R] I211 Gigabit Network Connection)\Bytes recibidos/s","\\AUGUSTO-DESKTOP\Interfaz de red(Intel[R] I211 Gigabit Network Connection)\Bytes enviados/s","\\AUGUSTO-DESKTOP\Disco físico(_Total)\Bytes de lectura de disco/s","\\AUGUSTO-DESKTOP\Disco físico(_Total)\Bytes de escritura en disco/s"
"10/24/2019 00:27:45.720"," ","77"," "," ","5824"," "," ","21574230016"," "," "," "," "
"10/24/2019 00:27:49.722","20.631036727294215893","80"," "," ","5824"," "," ","21582925824","3217.3913413002287598","184.22946302060978496","0","114931.1880458125961"
"10/24/2019 00:27:53.724","24.103428132408833306","84"," "," ","7458"," "," ","19868839936","81005.267588971619261","6022.5292573721626468","0","771651.43000084208325"
"10/24/2019 00:27:57.711","10.96502691926133366","85"," "," ","7458"," "," ","19872157696","148525.4453917350038","10632.877560708078818","34929.753983309747127","10868803.890188984573"
"10/24/2019 00:28:01.712","8.7683845149579049405","87"," "," ","7458"," "," ","19874639872","2251.2982703291386315","762.01248070976282634","4094.7236746306180066","671918.56298391800374"
"10/24/2019 00:28:05.713","1.6616669430521424644","88"," "," ","7458"," "," ","19876167680","3004.4412795185858158","373.64942291658644535","0","163795.91023586227675"
"10/24/2019 00:28:09.714","2.3523740742319887431","89"," "," ","7458"," "," ","19876507648","877.96411293572521117","1214.854413031756394","0","80101.916813337651547"
"10/24/2019 00:28:13.715","8.1528947922098087275","90"," "," ","7458"," "," ","19877203968","249.43778398073058611","330.91746091231192395","0","188624.95222129218746"
"10/24/2019 00:28:17.716","7.9087238779562589741","89"," "," ","8000"," "," ","19309625344","2080.4797760320029738","1306.423328846621871","4094.976051238387754","197454.62647065101191"
"10/24/2019 00:28:21.718","4.3052282822054639411","88"," "," ","8000"," "," ","19309924352","382.36474802950323237","415.60299083206791693","0","2000444.3928071542177"
"10/24/2019 00:28:25.719","1.3840088113157733574","87"," "," ","8000"," "," ","19310981120","266.88766031158331771","236.40049312243243662","0","228639.7598091023392"
"10/24/2019 00:28:29.720","2.1972957859183073204","86"," "," ","8000"," "," ","19305951232","169.95901863163243206","220.94672422112216736","0","482443.67076988558983"
"10/24/2019 00:28:33.722","1.8434070518887124557","86"," "," ","8000"," "," ","19310383104","265.40043502679969833","346.86987176760641205","0","463186.23568368324777"
"10/24/2019 00:28:37.723","13.04493576394212262","83"," "," ","8000"," "," ","19312451584","8793.0146102741491632","2002.0133591844880812","5118.1167889275138805","130384.02519792842213"
